"FIPS","State","County","Deaths","Years_of_Potential_Life_Lost_Rate","Average_Number_of_Mentally_Unhealthy_Days","Primary_Care_Physicians_Rate","Mental_Health_Provider_Rate","Dentist_Rate","Preventable_Hospitalization_Rate","Pct_with_Annual_Mammogram","Pct_Uninsured","Pct_Households_with_Broadband_Access","Num_Completed_High_School"
"18159","Indiana","Tipton",283,8921.8182515,5.6851883005,26.02134,72.10278,58.58994,606,48,7.3764322154,89.784517159,10120
"18161","Indiana","Union",142,9986.428377,5.8956582004,14.19044,14.34103,NA,4526,42,8.1566068515,86.535764376,4519
"18163","Indiana","Vanderburgh",3431,10888.475532,6.0552284248,77.7834,265.83616,72.88143,3355,54,7.9099561529,89.657763154,112859
"18165","Indiana","Vermillion",317,10157.204535,6.0762561385,58.66632,136.21327,45.30451,4350,44,7.3572593801,86.81402439,10045
"18167","Indiana","Vigo",2055,10892.030875,6.0659997628,83.02357,194.05952,57.54391,4490,44,9.3258693132,85.996008921,61859
"18169","Indiana","Wabash",600,10985.444325,5.7912254109,42.18588,283.66482,35.68185,2096,48,8.1431557395,87.494025809,19862
"18171","Indiana","Warren",129,7304.7292749,5.7526412089,NA,NA,11.81893,4020,40,5.7185628743,89.610002977,5558
"18173","Indiana","Warrick",915,7349.8514475,5.0564059479,153.45506,92.61087,39.88648,3146,55,5.1795748839,91.513139248,42752
"18175","Indiana","Washington",638,13005.043921,6.4614448574,24.90926,56.72753,17.71542,2413,43,7.9569420035,81.662725123,17302
"18177","Indiana","Wayne",1486,12655.95968,5.7908194638,60.1902,503.57645,66.39205,3937,45,8.452346812,87.590424342,40030
"18179","Indiana","Wells",414,7314.1920013,5.8471168007,46.1042,73.54229,28.23363,3326,50,6.5429943256,82.904929577,17796
"18181","Indiana","White",455,9851.284548,5.7018013622,36.50968,52.17322,36.58834,1327,49,9.9750364052,87.693867207,15336
"18183","Indiana","Whitley",497,7297.8388349,5.6509806134,58.08888,120.89114,46.20672,2660,47,6.6379155436,88.484456889,22037
"19001","Iowa","Adair",124,7150.5854664,4.9624708518,53.04336,13.53363,53.37603,1310,49,5.0181692334,81.687116564,4970
"19003","Iowa","Adams",NA,NA,4.8426554818,54.92996,56.43341,83.07948,1329,60,5.1054384018,82.810457516,2456
"19005","Iowa","Allamakee",186,6990.3530086,4.6468310987,57.4465,28.4212,35.81662,1654,56,7.69375825,84.163346614,8949
"19007","Iowa","Appanoose",247,8750.7964931,5.1016124413,65.26883,123.77259,33.07425,2308,47,5.6160017584,82.980423492,7888
"19009","Iowa","Audubon",87,5135.9831355,5.2230958999,53.23869,18.07011,35.72705,1613,50,5.6115107914,83.207920792,3717
"19011","Iowa","Benton",327,6615.0193915,4.7997259138,19.46207,50.39541,23.33632,2927,59,4.4942189541,87.904262684,16999
"19013","Iowa","Black Hawk",1911,7992.6564052,4.9343296015,95.11537,258.29495,79.06413,2324,55,5.2379021357,88.079642724,77490
"19015","Iowa","Boone",383,6965.7495615,4.801522235,44.90514,71.45543,41.3394,2402,54,4.6154577431,87.837219936,18286
"19017","Iowa","Bremer",277,6008.5681412,4.6020261586,47.84498,189.67084,59.38477,2019,57,3.6341579197,91.086350975,15890
"19019","Iowa","Buchanan",256,5283.6398355,4.8553104578,38.72779,144.99058,33.79357,1595,48,5.3543683519,85.987730061,13127
"19021","Iowa","Buena Vista",209,6217.9579734,4.5197483606,52.95845,77.79453,63.1068,1645,52,9.7078458994,92.257722392,10529
"19023","Iowa","Butler",177,5242.5894429,4.8123153067,13.95479,42.337,21.0246,2246,54,4.7562097516,84.881943265,9471
"19025","Iowa","Calhoun",144,7618.8420902,4.8679968512,70.6001,40.97101,41.13111,2975,51,5.5925818603,87.133299022,6618
"19027","Iowa","Carroll",257,6827.977956,5.1894470407,86.99014,155.93022,72.93237,2303,60,4.5780577559,85.68,13349
"19029","Iowa","Cass",244,7565.4971658,5.2595308502,45.97701,456.96877,106.83761,2459,54,6.6386302193,82.604940404,8561
"19031","Iowa","Cedar",223,6018.6302428,4.9782738791,16.29549,60.10272,54.35078,2480,55,4.5451400899,87.014192864,12671
"19033","Iowa","Cerro Gordo",689,9467.7170208,4.9612094176,142.83707,346.64906,96.67759,3470,60,4.9860802653,87.245764894,28944
"19035","Iowa","Cherokee",182,7019.8247892,5.1345267354,52.16031,137.87161,26.10739,2764,57,5.3680262541,84.769775679,7749
"19037","Iowa","Chickasaw",169,6658.6396455,4.7861678655,33.65021,60.0446,42.67668,1327,56,6.3794440137,84.613841525,7627
"19039","Iowa","Clarke",166,8721.2449624,5.2315308489,51.09862,20.85941,30.95336,3812,48,6.6890063152,84.103974006,5526
"19041","Iowa","Clay",214,7924.2450544,4.8916577432,85.15815,405.79008,103.18665,2221,46,4.9255260462,87.819009519,10806
"19043","Iowa","Clayton",259,6441.8958408,5.0492405524,41.18132,23.5724,46.9842,1975,54,6.6368557308,81.86605455,11093
"19045","Iowa","Clinton",813,8790.038397,5.1170136236,47.3495,186.31656,58.25997,3048,49,4.8243228543,85.751775239,29863
"19047","Iowa","Crawford",213,6563.4114,5.0536006561,18.52652,56.20433,55.82088,3096,55,9.7708636677,86.932091829,8926
"19049","Iowa","Dallas",731,4244.0870554,4.1831637942,42.39084,41.40712,28.69945,1982,53,3.7876784071,91.944797886,65869
"19051","Iowa","Davis",122,8767.8451122,5.0532409238,21.88663,10.90631,21.90581,870,57,14.373744139,70.274534553,4584
"19053","Iowa","Decatur",120,9257.6759382,5.0429791362,26.11307,273.9726,65.07875,1987,40,5.835402625,80.846179075,4246
"19055","Iowa","Delaware",217,6094.0692393,5.0217910789,45.68818,136.36364,51.22951,2553,60,5.271160669,86.120401338,11226
"19057","Iowa","Des Moines",676,9423.8739462,5.1115447445,75.34229,264.03158,62.67464,2721,51,5.0402414487,87.782173609,25328
"19059","Iowa","Dickinson",246,4871.6445441,4.4018807704,84.02891,116.30483,72.11005,1777,54,5.562432307,88.531791908,12966
"19061","Iowa","Dubuque",1185,6844.1982999,4.5662015939,76.98697,201.2398,81.07259,6391,57,4.5964314954,89.156092152,62617
"19063","Iowa","Emmet",152,7704.5770364,4.9907463131,64.37078,260.04984,43.59198,2212,53,7.8692848769,86.231514533,5780
"19065","Iowa","Fayette",283,8297.8769674,5.234320008,31.15588,83.28995,57.01254,1561,59,5.6044109436,83.737656955,12672
"19067","Iowa","Floyd",253,8140.495497,4.8587168971,38.92818,45.67402,58.68162,3072,54,5.1234359148,81.873111782,10263
"19069","Iowa","Franklin",172,9806.4724489,4.959265255,10.04823,30.37975,40.33885,1879,52,7.6579535006,81.611165524,6242
"19071","Iowa","Fremont",125,9006.5925457,4.9381393531,15.22765,30.96934,15.4703,1827,50,4.670781893,85.108695652,4468
"19073","Iowa","Greene",140,9201.4467723,5.0941763921,68.83102,104.84623,34.32102,2202,57,5.7500754603,88.136456212,5796
"19075","Iowa","Grundy",153,5156.2641013,4.5466997552,24.2974,48.44961,24.2797,1290,62,4.2982005141,87.90560472,8349
"19077","Iowa","Guthrie",148,6483.0087218,4.852045538,28.39027,27.97985,37.56927,1590,50,5.9614909899,87.050359712,7289
"19079","Iowa","Hamilton",244,7953.9741331,4.8983762099,26.86908,81.47193,33.73819,3792,54,5.2355119263,83.219882856,9682
"19081","Iowa","Hancock",146,6875.824986,4.9401059196,9.37822,47.10316,65.5124,1988,58,5.7224428997,86.280884265,7041
"19083","Iowa","Hardin",271,7029.0932211,5.0596357423,35.91094,48.59382,72.43315,1659,56,6.1859053245,82.168330956,11442
"19085","Iowa","Harrison",243,6754.6179795,4.5253792778,34.08549,61.34969,47.75549,1511,50,5.7963580405,84.060626249,9541
"19087","Iowa","Henry",320,6887.8890031,4.7181545719,58.86104,127.89686,64.36918,1552,51,5.1663323881,85.401076539,12646
"19089","Iowa","Howard",128,6254.6852809,5.0045319338,52.75375,74.6587,20.97975,2292,55,6.8362480127,83.169934641,5833
"19091","Iowa","Humboldt",146,7220.4561037,5.1100230208,10.3799,31.57895,41.78855,1367,51,5.5764579414,86.142587347,6222
"19093","Iowa","Ida",94,6456.3628451,4.8935285092,28.75216,NA,43.55401,2063,48,5.5700934579,86.072144289,4403
"19095","Iowa","Iowa",215,6416.5351626,4.9580782797,60.35732,109.8834,36.41882,2406,53,4.4442756211,88.713680829,10995
"19097","Iowa","Jackson",306,6844.1391763,5.0253283423,36.14209,113.74212,51.74912,3167,50,5.2250216047,84.463446947,12932
"19099","Iowa","Jasper",551,7111.9518475,4.6991569691,39.72037,116.03682,52.71759,2025,50,4.7758721833,89.903715758,24869
"19101","Iowa","Jefferson",268,9327.0359755,4.6285655597,76.69202,220.20725,70.07262,2170,41,7.8187431892,87.147426577,11220
"19103","Iowa","Johnson",1159,4820.8871879,5.1674624248,191.92494,479.27987,235.90334,1892,59,5.0163781001,89.266081589,88829
"19105","Iowa","Jones",254,5992.8488301,4.7216033233,33.64576,110.04785,38.37299,2152,61,4.947019437,85.694906894,14186
"19107","Iowa","Keokuk",181,8348.8585035,5.0489849339,10.08675,10.08675,40.38772,1948,48,5.0437736835,83.099630996,6578
"19109","Iowa","Kossuth",223,7363.9810746,5.0585460307,48.1795,62.51737,55.2677,3151,58,5.3925677564,86.742540757,9829
"19111","Iowa","Lee",661,9251.0469339,5.2006210706,63.22445,98.26501,54.81121,2426,45,4.7714837464,86.04683677,22360
"19113","Iowa","Linn",2801,7000.9163789,5.148833125,62.46205,310.51832,74.22511,3349,60,4.3057680436,91.302563887,149221
"19115","Iowa","Louisa",148,6584.1538631,5.1925703268,9.30319,85.60829,37.46371,1891,49,6.9381955955,87.762490949,6573
"19117","Iowa","Lucas",151,9104.9824886,5.2641013823,103.32951,114.32491,46.03522,2723,51,5.3579401697,77.34204793,5644
"19119","Iowa","Lyon",99,4025.1251125,4.4895820123,33.30281,16.2285,41.05427,1680,56,5.8362191892,89.693969397,7377
"19121","Iowa","Madison",208,6015.1233919,4.3826723094,53.65766,70.70886,35.21954,2024,53,4.5840165395,84.543396226,10877
"19123","Iowa","Mahaska",326,7887.4163047,5.0857495682,72.7802,141.72076,50.12303,2631,50,5.1138333526,86.199527612,13749
"19125","Iowa","Marion",434,6618.1602212,4.6176250633,95.86579,156.94403,59.4495,1745,58,4.0553489977,87.18025207,21135
"19127","Iowa","Marshall",683,9260.6089912,4.8097563585,42.65676,227.4204,70.21239,2144,55,6.9055068836,86.086453107,23081
"19129","Iowa","Mills",252,9695.4898686,4.8734650671,55.30591,88.84029,34.35718,2477,50,4.1699108919,88.969900916,9769
"19131","Iowa","Mitchell",122,5182.9402404,4.9596047262,28.42255,NA,47.47436,2164,52,6.5776699029,88.206388206,6722
"19133","Iowa","Monona",175,8366.8529116,5.0610834569,93.30534,82.42082,35.35235,2751,47,5.62716127,83.089180159,5757
"19135","Iowa","Monroe",146,7726.6870122,5.102811872,52.56242,39.97868,39.7351,2449,38,4.8295454545,82.213306586,4927
"19137","Iowa","Montgomery",186,8116.5324775,5.3123116613,38.75218,108.49196,48.99559,3496,50,5.5991892577,82.859622478,6698
"19139","Iowa","Muscatine",658,7717.2203599,4.6642943063,37.48126,87.64034,58.99427,2209,53,5.393330608,90.594059406,26116
"19141","Iowa","O'Brien",200,8489.4165422,4.7583056292,57.0817,35.6837,49.78663,1152,51,5.8731617647,88.033154896,8711
"19143","Iowa","Osceola",88,8291.7605532,5.0790053152,32.4728,16.728,16.56726,652,60,7.2419774501,86.070606293,3684
"19145","Iowa","Page",257,7340.388713,5.0832642388,52.64197,239.77621,99.05567,2097,51,5.7762425638,85.294595033,10537
"19147","Iowa","Palo Alto",140,7822.4073614,4.7991119562,44.91354,124.85812,22.82063,2552,51,5.0640542577,86.894891682,5709
"19149","Iowa","Plymouth",304,6447.1963025,4.6830012222,54.5809,198.27385,50.62108,2039,53,4.603406326,89.66689327,16440
"19151","Iowa","Pocahontas",125,9324.0238025,5.0756185924,28.27255,14.33486,56.71346,1721,53,7.838703599,85.246433204,4460
"19153","Iowa","Polk",6352,7653.2735593,4.7411351014,93.1882,351.30776,79.42701,1916,54,5.4806583006,90.465603447,306695
"19155","Iowa","Pottawattamie",1620,9293.2922517,5.4023008196,45.01415,241.47072,59.02998,2561,52,5.7004506019,84.039860382,58087
"19157","Iowa","Poweshiek",266,6567.7511647,5.0979184957,86.0863,167.99436,59.56571,1360,50,4.509101988,83.391092286,11530
"19159","Iowa","Ringgold",93,8711.3246152,4.9973589432,107.78185,NA,NA,1256,58,6.3337053571,83.413590155,3022
"19161","Iowa","Sac",171,6910.3464178,4.9552165123,61.52584,72.26925,31.01416,1609,55,5.749486653,82.78052223,6374
"19163","Iowa","Scott",2475,7235.501087,5.1488655486,99.90239,193.95191,83.36975,3243,56,5.7776554994,89.014103887,111933
"19165","Iowa","Shelby",172,6814.4918353,4.911874848,50.97706,152.46485,60.11164,3474,56,5.997524474,85.851896448,7866
"19167","Iowa","Sioux",244,3914.0960655,4.2903563096,80.7957,171.05336,52.70458,1225,57,5.9797575194,90.871501272,19339
"19169","Iowa","Story",705,4947.2255238,4.8467508887,64.33971,264.79719,51.16732,2161,64,4.6273037362,78.619406841,50998
"19171","Iowa","Tama",268,7872.019592,5.1575516503,17.78621,47.52569,17.74833,2272,53,6.4766248575,84.14797207,10704
"19173","Iowa","Taylor",109,8565.1223542,4.9188751083,51.12474,16.88049,34.14135,1886,49,6.7299205649,84.702549575,3786
"19175","Iowa","Union",216,8895.7164223,5.1850426298,99.85022,218.37729,50.47531,1670,57,5.6141507361,84.925816024,7566
"19177","Iowa","Van Buren",120,7794.7263606,5.2308223099,82.8386,41.28819,13.7817,1831,42,8.3497934997,75.810904072,4521
"19179","Iowa","Wapello",650,9638.2148779,5.0081111463,56.72793,176.30666,79.90183,2346,45,6.6910195667,83.155877342,21058
"19181","Iowa","Warren",633,6397.6179586,4.9452645607,61.79544,28.98288,36.81411,2068,53,3.8235294118,90.682031752,34367
"19183","Iowa","Washington",298,6075.888203,4.8270883938,80.03201,75.35461,39.87417,1493,52,7.0015051006,87.477895668,14265
"19185","Iowa","Wayne",107,8501.9262752,5.0279070034,76.82852,30.50175,46.38936,2539,50,5.9320329781,78.895849648,3865
"19187","Iowa","Webster",696,10249.456432,4.8892866877,43.07212,337.12485,81.90903,2447,52,5.7380365616,83.575218976,22928
"19189","Iowa","Winnebago",153,5991.3674354,4.7428183142,28.15315,18.91969,65.932,1818,56,5.6384742952,87.976475713,6840
"19191","Iowa","Winneshiek",178,4479.831296,4.5631467762,100.54293,282.61418,65.08461,1447,62,4.1570271833,86.214468708,12793
"19193","Iowa","Woodbury",1595,9159.067108,5.3208786096,63.44276,284.09359,69.08234,2211,51,7.1094588822,85.652914599,58807
"19195","Iowa","Worth",93,6737.4460027,4.9719042857,13.54096,NA,13.66307,2453,59,5.4006353689,84.475743349,5052
"19197","Iowa","Wright",184,6879.0227029,5.0616081959,39.10833,142.22503,39.42907,1237,59,5.4385054489,82.081464873,7966
"20001","Kansas","Allen",276,10475.43396,5.5557887675,64.18485,193.36126,63.59806,2693,40,11.128396598,82.469086558,7998
"20003","Kansas","Anderson",118,8286.5484841,5.508654997,38.57033,51.03343,25.72016,2042,53,12.993152918,71.95010648,4658
"20005","Kansas","Atchison",239,9704.9284015,5.4651156283,49.26412,187.31269,80.70524,4451,48,8.4439496446,83.985704561,9385
"20007","Kansas","Barber",91,10121.471855,5.228778681,48.6618,49.12798,NA,3826,38,12.149837134,84.828349945,2655
"20009","Kansas","Barton",478,10780.202614,5.2492311803,63.45178,265.07089,55.82137,2827,50,13.427903193,85.742244838,15500
"20011","Kansas","Bourbon",287,11704.563188,5.4904585261,41.89067,83.28706,27.59953,1793,51,10.12391247,87.348353553,8587
"20013","Kansas","Brown",204,11703.002696,5.3924445812,84.61132,356.75676,53.39598,4250,51,12.21437474,84.216187147,6154
"20015","Kansas","Butler",1121,8909.0132814,5.3191545883,78.06861,147.16167,26.37749,1856,42,8.3191203687,88.563436563,42333
"20017","Kansas","Chase",NA,NA,5.1547018421,NA,NA,0,710,46,9.1671324762,79.912663755,1733
"20019","Kansas","Chautauqua",88,12108.646934,5.600930664,NA,59.755,58.56515,2766,27,13.898704358,82.737642586,2153
"20021","Kansas","Cherokee",460,12089.508546,5.5191981715,20.90957,183.68846,26.19447,3073,40,11.127868852,84.133557655,12144
"20023","Kansas","Cheyenne",NA,NA,5.2395384374,NA,151.74507,77.42935,2827,29,15.023721666,84.148397976,1634
"20025","Kansas","Clark",NA,NA,4.9635966332,252.90845,NA,51.73306,1620,38,7.887874837,85.485854859,1284
"20027","Kansas","Clay",131,6000.9103822,5.5515892208,136.18918,99.91258,37.29952,3381,49,9.382226627,83.87985671,5312
"20029","Kansas","Cloud",189,10251.633003,5.5078991077,56.00358,225.8866,33.53454,2989,50,8.6612999404,83.024523161,5697
"20031","Kansas","Coffey",157,7565.7928613,5.4235165935,71.9597,145.43692,36.23188,1351,44,8.9757623143,85.959966169,5462
"20033","Kansas","Comanche",NA,NA,5.1374049489,119.76048,60.42296,0,2451,55,9.0390879479,84.165651644,1200
"20035","Kansas","Cowley",644,10886.943742,5.4386609053,40.58442,172.7318,55.14759,2148,43,10.204158505,83.761901192,20823
"20037","Kansas","Crawford",751,11702.708472,5.3459286609,66.47916,283.76844,56.29766,2075,46,10.682150752,85.997357992,22069
"20039","Kansas","Decatur",NA,NA,5.2867386572,NA,36.87316,0,2752,46,10.987849974,88.055353241,2045
"20041","Kansas","Dickinson",344,11197.276776,5.3014113283,48.7567,65.05828,21.70374,3060,48,9.311574328,89.683337522,12052
"20043","Kansas","Doniphan",119,6807.2425961,5.2851599587,53.54036,13.34579,NA,3443,50,9.2906914418,87.191011236,4621
"20045","Kansas","Douglas",1115,6185.1145657,5.4582227632,86.2914,369.13225,66.68667,1584,57,9.7203949072,91.379482969,67877
"20047","Kansas","Edwards",111,25238.396541,5.3259345717,NA,NA,36.50968,2052,45,13.561708118,85.088458298,1746
"20049","Kansas","Elk",NA,NA,5.6540692307,40.96682,NA,0,2472,36,12.542182227,84.014869888,1650
"20051","Kansas","Ellis",313,6166.053592,5.0718207418,62.52171,367.9278,100.20386,2690,58,11.117952327,92.269817824,16475
"20053","Kansas","Ellsworth",113,8283.5842989,4.9530332835,31.56566,31.46138,31.47128,3298,45,9.6685082873,85.702018033,4587
"20055","Kansas","Finney",477,9166.9285877,4.9065615096,57.73218,138.79251,66.40106,2579,38,17.37886479,88.081527504,16014
"20057","Kansas","Ford",421,8380.6527781,4.9151105877,52.69475,114.7734,64.99645,2482,36,16.39506679,87.228076139,15481
"20059","Kansas","Franklin",445,9277.1869281,5.1687916117,42.33049,248.80383,30.7787,2857,49,8.7898999524,83.769073768,16272
"20061","Kansas","Geary",453,12126.581648,5.3490410467,38.96032,419.43676,114.8749,2733,35,8.3817768229,93.247261913,18297
"20063","Kansas","Gove",NA,NA,5.1111034656,217.78584,36.56307,36.8053,3790,47,10.019267823,79.248505551,1785
"20065","Kansas","Graham",NA,NA,5.1723568206,83.33333,NA,0,3162,57,12.072892938,87.383573243,1668
"20067","Kansas","Grant",101,7299.7472798,4.9101702513,40.96122,69.95942,55.57871,2562,29,17.458490876,94.278502314,3524
"20069","Kansas","Gray",69,7691.8208009,5.079858932,17.71793,17.4125,NA,1108,33,17.889718076,86.477382098,2788
"20071","Kansas","Greeley",NA,NA,4.8944794539,76.68712,NA,0,2233,22,11.693548387,92.366412214,744
"20073","Kansas","Greenwood",138,10764.199602,5.413387882,33.6757,34.07155,33.6757,3420,44,11.131428571,81.451612903,4013
"20075","Kansas","Hamilton",NA,NA,4.9344867389,40.25765,NA,41.15226,2545,36,19.892473118,89.74025974,1303
"20077","Kansas","Harper",110,9227.4684902,5.5431365909,56.27462,36.79853,75.14559,2616,42,11.844660194,81.632653061,3300
"20079","Kansas","Harvey",578,9762.4602335,5.6198199041,73.92731,486.50907,73.96231,1989,49,11.01261507,84.255824306,20868
"20081","Kansas","Haskell",NA,NA,5.1001402289,NA,27.54821,0,1800,35,21.20177535,89.161849711,1748
"20083","Kansas","Hodgeman",NA,NA,5.0429662901,116.95906,NA,0,5916,51,11.306901615,79.72972973,1101
"20085","Kansas","Jackson",222,9798.3304059,5.4766399653,67.86818,59.8444,52.68704,2125,55,10.35075982,86.921568627,8453
"20087","Kansas","Jefferson",295,9032.3777279,4.9701767565,54.31535,49.10787,16.35412,2159,48,9.0322137509,88.335588633,12439
"20089","Kansas","Jewell",NA,NA,5.5038043301,NA,NA,0,3383,37,11.65394402,80.993690852,2068
"20091","Kansas","Johnson",5227,4976.5763182,4.3921197091,118.71778,317.24247,89.30951,2204,55,5.9428317764,95.72590562,404615
"20093","Kansas","Kearny",NA,NA,5.4249403812,128.50167,52.31494,25.94034,4729,26,16.514627241,91.721611722,2080
"20095","Kansas","Kingman",365,27595.416507,5.3703098796,27.05628,99.06595,13.90241,2917,48,10.306941053,82.156735751,4637
"20097","Kansas","Kiowa",NA,NA,5.0405166651,41.80602,294.86099,0,1544,41,11.789099526,79.430379747,1482
"20099","Kansas","Labette",405,10131.977585,5.5837920647,50.22097,116.58556,45.55347,1795,37,10.932537162,79.359563113,12249
"20101","Kansas","Lane",NA,NA,5.2947811575,0,NA,0,3108,49,12.596401028,82.344827586,1015
"20103","Kansas","Leavenworth",1204,8273.8983922,5.206245469,48.67127,253.8375,54.28751,2737,44,7.9521627708,90.801236808,52357
"20105","Kansas","Lincoln",NA,NA,5.2940213715,68.89425,68.49315,0,4983,45,10.388394946,78.378378378,2019
"20107","Kansas","Linn",252,13559.259809,5.4872072038,10.25957,121.70385,40.83299,2609,46,10.462223386,83.158874157,6505
"20109","Kansas","Logan",NA,NA,5.2613595809,110.21308,37.52345,110.90573,4421,46,10.724233983,90.1453958,1768
"20111","Kansas","Lyon",448,7546.7220304,5.5756272998,59.37871,391.64491,62.69986,1516,50,13.45260223,88.537757094,17346
"20113","Kansas","McPherson",410,6867.94384,4.883907906,69.66098,109.66734,49.98001,1965,49,9.6442896813,88.692288701,18496
"20115","Kansas","Marion",211,8304.2452064,4.9636560989,17.0765,76.98888,42.1301,2387,46,11.096997691,83.375959079,7406
"20117","Kansas","Marshall",160,8484.9776173,5.1962236187,60.12627,90.60707,70.12623,4069,52,10.30389983,84.345281639,6297
"20119","Kansas","Meade",72,10432.031399,5.2016634645,NA,NA,51.32153,3051,21,16.113744076,86.430481283,2154
"20121","Kansas","Miami",539,8637.6671219,4.6787830843,57.81516,167.04417,28.68041,3020,48,7.5814447592,86.217853976,22392
"20123","Kansas","Mitchell",88,5730.6346897,5.1458481557,104.38413,104.91345,69.7107,3199,44,11.435745264,83.716400467,3715
"20125","Kansas","Montgomery",720,12899.137721,5.4031497243,22.46758,232.26904,54.84579,2032,38,11.305139452,84.165954471,18833
"20127","Kansas","Morris",106,9705.6145114,5.068532418,56.01195,74.99063,18.69508,2799,52,10.546186761,84.953981593,3710
"20129","Kansas","Morton",63,11545.995386,5.1498230478,111.44131,38.75969,0,5112,23,15.198451113,84.421052632,1610
"20131","Kansas","Nemaha",113,5113.6843687,5.154162171,127.25137,19.77457,98.86307,3946,51,8.078817734,85.322461082,6209
"20133","Kansas","Neosho",313,10634.510697,5.3468494326,63.3553,110.24643,32.03896,4344,49,9.8263027295,82.094273964,9641
"20135","Kansas","Ness",NA,NA,5.1500062662,74.8503,NA,0,3691,52,13.461538462,88.993981083,1679
"20137","Kansas","Norton",61,7015.1866,5.0202687425,74.87832,112.57036,56.5931,1795,55,10.464085132,92.592592593,3648
"20139","Kansas","Osage",333,10634.170165,5.0115510412,6.34196,12.63903,12.77629,2331,50,9.9623306885,83.338572776,10165
"20141","Kansas","Osborne",NA,NA,5.1707495898,28.58776,87.54012,57.30659,3640,33,10.307273434,83.467992542,2385
"20143","Kansas","Ottawa",104,10206.911333,5.2401492624,34.25831,51.56411,69.02502,3251,49,7.7603360601,86.748001683,3843
"20145","Kansas","Pawnee",134,10549.801779,5.3004942038,96.38554,620.30689,16.18385,997,35,9.982703237,89.192546584,4353
"20147","Kansas","Phillips",89,9288.0479834,5.3381833627,20.76843,210.03991,41.58869,3864,55,12.343271106,85.563703025,3152
"20149","Kansas","Pottawatomie",265,7313.8061741,5.0326077232,73.67197,37.90463,22.83713,2028,51,7.4626865672,91.105239982,15859
"20151","Kansas","Pratt",168,9403.3733442,4.99399136,87.13648,110.10791,77.20304,2282,50,11.062077081,84.180630503,5386
"20153","Kansas","Rawlins",NA,NA,5.5935179437,39.23107,NA,79.11392,3544,43,10.526315789,84.305317324,1749
"20155","Kansas","Reno",1117,9624.1715539,5.2364439517,58.61856,217.89681,58.52136,2146,49,10.060280742,82.571811869,38668
"20157","Kansas","Republic",86,7564.5180444,5.4543448406,85.80009,108.06138,21.54244,2592,41,9.7300504301,74.222668004,3117
"20159","Kansas","Rice",150,8471.9873256,5.0686183782,53.24814,75.59395,31.89114,2877,44,10.653889515,85.435841906,5660
"20161","Kansas","Riley",494,5337.0641135,5.2719062059,69.24441,345.92869,61.87771,1539,53,10.244252081,90.850130818,34745
"20163","Kansas","Rooks",80,11137.310727,5.4926740083,103.49824,20.92926,41.55412,3021,53,13.105413105,83.70681606,3293
"20165","Kansas","Rush",83,17778.385061,5.2196722476,33.86387,NA,34.16467,2753,50,11.529732183,90.448625181,1941
"20167","Kansas","Russell",133,10340.094077,5.50595735,44.75608,14.87431,45.18753,5632,38,9.0654392636,86.57631494,4443
"20169","Kansas","Saline",968,9657.5940097,5.1965638414,96.49644,395.49512,83.96149,2523,56,9.8874065664,87.080138123,34015
"20171","Kansas","Scott",73,9353.0924757,5.2732994412,97.44689,81.26778,39.88831,4643,41,17.618927762,81.826484018,3062
"20173","Kansas","Sedgwick",8555,10292.25065,5.4816811879,88.9605,282.51421,69.83493,2166,46,12.349512073,90.663532074,307273
"20175","Kansas","Seward",233,7827.0272066,5.455812736,32.18835,109.17549,32.7746,2717,22,18.224903059,86.986681465,9097
"20177","Kansas","Shawnee",3114,10419.942121,5.3733505936,72.92555,388.75699,68.1767,2867,57,10.127076807,86.034778875,113567
"20179","Kansas","Sheridan",NA,NA,5.0098667678,80.71025,NA,41.23711,4235,48,7.4473826228,91.389432485,1588
"20181","Kansas","Sherman",101,9118.0828242,5.3653611749,33.92706,51.3347,68.61063,4896,33,13.441587731,91.81509754,3489
"20183","Kansas","Smith",NA,NA,5.2090702764,139.82103,NA,56.60911,3109,57,8.5080645161,84.283903676,2527
"20185","Kansas","Stafford",90,10057.075085,5.0625096909,24.78929,51.16398,25.04383,2099,45,13.126414484,85.544430538,2550
"20187","Kansas","Stanton",NA,NA,5.2868717978,NA,NA,0,2337,25,14.890965732,85.279805353,996
"20189","Kansas","Stevens",84,11314.15056,5.3033160571,18.89288,78.78669,38.64734,4850,20,18.965118965,90.106204584,2405
"20191","Kansas","Sumner",447,10708.209996,5.6696560162,26.80366,125.36939,31.14849,2314,37,10.153811859,84.577668821,14257
"20193","Kansas","Thomas",101,8679.0360171,4.9575044719,50.78075,178.00381,50.67782,4500,52,12.563389498,89.229280877,4613
"20195","Kansas","Trego",NA,NA,5.1446470104,71.60759,146.4665,0,3633,45,10.836219693,89.004457652,2053
"20197","Kansas","Wabaunsee",98,5823.0724032,5.0220979642,43.06632,70.85164,NA,1409,53,7.7412116679,83.830275229,4607
"20199","Kansas","Wallace",NA,NA,5.2117724471,0,132.5381,0,1773,40,8.6462882096,86.515151515,931
"20201","Kansas","Washington",NA,NA,5.2742386292,72.58211,18.1686,18.17851,3614,51,11.912150871,75.74862927,3608
"20203","Kansas","Wichita",NA,NA,5.1493304644,96.06148,NA,48.44961,3939,51,15.837937385,93.621867882,1286
"20205","Kansas","Wilson",206,11658.142748,5.6946120353,46.91532,11.93033,34.79471,2734,47,10.44188862,79.288762447,5444
