"facility.id","facility.name","address","city","state","county.name","zip.code","hospital.type","hospital.ownership","emergency.services","location","lat","long","query"
"010001","SOUTHEAST HEALTH MEDICAL CENTER","1108 ROSS CLARK CIRCLE","DOTHAN","AL","HOUSTON",36301,"Acute Care Hospitals","Government - Hospital District or Authority","Yes","1108 ROSS CLARK CIRCLE, DOTHAN, AL, 36301",31.21566695385,-85.361446991439,"census"
"010005","MARSHALL MEDICAL CENTERS","2505 U S HIGHWAY 431 NORTH","BOAZ","AL","MARSHALL",35957,"Acute Care Hospitals","Government - Hospital District or Authority","Yes","2505 U S HIGHWAY 431 NORTH, BOAZ, AL, 35957",34.221221654827,-86.159366335505,"census"
"010006","NORTH ALABAMA MEDICAL CENTER","1701 VETERANS DRIVE","FLORENCE","AL","LAUDERDALE",35630,"Acute Care Hospitals","Proprietary","Yes","1701 VETERANS DRIVE, FLORENCE, AL, 35630",34.803808001178,-87.649945372824,"census"
"010007","MIZELL MEMORIAL HOSPITAL","702 N MAIN ST","OPP","AL","COVINGTON",36467,"Acute Care Hospitals","Voluntary non-profit - Private","Yes","702 N MAIN ST, OPP, AL, 36467",31.291590951497,-86.255377693357,"census"
"010008","CRENSHAW COMMUNITY HOSPITAL","101 HOSPITAL CIRCLE","LUVERNE","AL","CRENSHAW",36049,"Acute Care Hospitals","Proprietary","Yes","101 HOSPITAL CIRCLE, LUVERNE, AL, 36049",31.6937493,-86.2647016,"osm"
"010011","ST. VINCENT'S EAST","50 MEDICAL PARK EAST DRIVE","BIRMINGHAM","AL","JEFFERSON",35235,"Acute Care Hospitals","Voluntary non-profit - Private","Yes","50 MEDICAL PARK EAST DRIVE, BIRMINGHAM, AL, 35235",33.590809113008,-86.668757123223,"census"
"010012","DEKALB REGIONAL MEDICAL CENTER","200 MED CENTER DRIVE","FORT PAYNE","AL","DE KALB",35968,"Acute Care Hospitals","Proprietary","Yes","200 MED CENTER DRIVE, FORT PAYNE, AL, 35968",34.439857255109,-85.755987731413,"census"
"010016","SHELBY BAPTIST MEDICAL CENTER","1000 FIRST STREET NORTH","ALABASTER","AL","SHELBY",35007,"Acute Care Hospitals","Voluntary non-profit - Private","Yes","1000 FIRST STREET NORTH, ALABASTER, AL, 35007",33.251351881816,-86.814596673788,"census"
"010018","CALLAHAN EYE HOSPITAL","1720 UNIVERSITY BLVD, SUITE 500","BIRMINGHAM","AL","JEFFERSON",35233,"Acute Care Hospitals","Voluntary non-profit - Private","Yes","1720 UNIVERSITY BLVD, SUITE 500, BIRMINGHAM, AL, 35233",33.503171715537,-86.80242904198,"census"
"010019","HELEN KELLER HOSPITAL","1300 SOUTH MONTGOMERY AVENUE","SHEFFIELD","AL","COLBERT",35660,"Acute Care Hospitals","Government - Hospital District or Authority","Yes","1300 SOUTH MONTGOMERY AVENUE, SHEFFIELD, AL, 35660",34.745888430565,-87.698972115034,"census"
"010021","DALE MEDICAL CENTER","126 HOSPITAL AVE","OZARK","AL","DALE",36360,"Acute Care Hospitals","Government - Hospital District or Authority","Yes","126 HOSPITAL AVE, OZARK, AL, 36360",31.451773243105,-85.631010619762,"census"
"010022","CHEROKEE MEDICAL CENTER","400 NORTHWOOD DR","CENTRE","AL","CHEROKEE",35960,"Acute Care Hospitals","Voluntary non-profit - Private","Yes","400 NORTHWOOD DR, CENTRE, AL, 35960",34.162721230259,-85.65238166685,"census"
"010023","BAPTIST MEDICAL CENTER SOUTH","2105 EAST SOUTH BOULEVARD","MONTGOMERY","AL","MONTGOMERY",36116,"Acute Care Hospitals","Government - Hospital District or Authority","Yes","2105 EAST SOUTH BOULEVARD, MONTGOMERY, AL, 36116",32.327205950032,-86.276086661145,"census"
"010024","JACKSON HOSPITAL & CLINIC INC","1725 PINE STREET","MONTGOMERY","AL","MONTGOMERY",36106,"Acute Care Hospitals","Voluntary non-profit - Private","Yes","1725 PINE STREET, MONTGOMERY, AL, 36106",32.366614568325,-86.285147243062,"census"
"010029","THE EAST ALABAMA HEALTHCARE AUTHORITY","2000 PEPPERELL PARKWAY","OPELIKA","AL","LEE",36801,"Acute Care Hospitals","Government - Hospital District or Authority","Yes","2000 PEPPERELL PARKWAY, OPELIKA, AL, 36801",32.638140716817,-85.404160981085,"census"
"010033","UNIVERSITY OF ALABAMA HOSPITAL","619 SOUTH 19TH STREET","BIRMINGHAM","AL","JEFFERSON",35233,"Acute Care Hospitals","Government - State","Yes","619 SOUTH 19TH STREET, BIRMINGHAM, AL, 35233",33.506123544499,-86.801832411474,"census"
"010034","COMMUNITY HOSPITAL INC","805 FRIENDSHIP ROAD","TALLASSEE","AL","ELMORE",36078,"Acute Care Hospitals","Voluntary non-profit - Private","Yes","805 FRIENDSHIP ROAD, TALLASSEE, AL, 36078",32.534874920076,-85.909594045109,"census"
"010035","CULLMAN REGIONAL MEDICAL CENTER","1912 ALABAMA HIGHWAY 157","CULLMAN","AL","CULLMAN",35058,"Acute Care Hospitals","Government - Hospital District or Authority","Yes","1912 ALABAMA HIGHWAY 157, CULLMAN, AL, 35058",34.198631325927,-86.803697230901,"census"
"010036","ANDALUSIA HEALTH","849 SOUTH THREE NOTCH STREET","ANDALUSIA","AL","COVINGTON",36420,"Acute Care Hospitals","Proprietary","Yes","849 SOUTH THREE NOTCH STREET, ANDALUSIA, AL, 36420",31.296720067663,-86.496633819213,"census"
"010038","STRINGFELLOW CAMPUS OF NORTHEAST RMC","301 EAST 18TH ST","ANNISTON","AL","CALHOUN",36201,"Acute Care Hospitals","Proprietary","Yes","301 EAST 18TH ST, ANNISTON, AL, 36201",33.66775818758,-85.824973274829,"census"
"010039","HUNTSVILLE HOSPITAL","101 SIVLEY RD","HUNTSVILLE","AL","MADISON",35801,"Acute Care Hospitals","Government - Hospital District or Authority","Yes","101 SIVLEY RD, HUNTSVILLE, AL, 35801",34.7205286,-86.5809968,"osm"
"010040","GADSDEN REGIONAL MEDICAL CENTER","1007 GOODYEAR AVENUE","GADSDEN","AL","ETOWAH",35903,"Acute Care Hospitals","Proprietary","Yes","1007 GOODYEAR AVENUE, GADSDEN, AL, 35903",34.009363151994,-85.969512750161,"census"
"010044","MARION REGIONAL MEDICAL CENTER","1256 MILITARY STREET SOUTH","HAMILTON","AL","MARION",35570,"Acute Care Hospitals","Voluntary non-profit - Private","Yes","1256 MILITARY STREET SOUTH, HAMILTON, AL, 35570",34.115238682924,-87.989520066205,"census"
"010045","FAYETTE MEDICAL CENTER","1653 TEMPLE AVENUE NORTH","FAYETTE","AL","FAYETTE",35555,"Acute Care Hospitals","Voluntary non-profit - Other","Yes","1653 TEMPLE AVENUE NORTH, FAYETTE, AL, 35555",33.706856223775,-87.824386025628,"census"
"010046","RIVERVIEW REGIONAL MEDICAL CENTER","600 SOUTH THIRD STREET","GADSDEN","AL","ETOWAH",35901,"Acute Care Hospitals","Proprietary","Yes","600 SOUTH THIRD STREET, GADSDEN, AL, 35901",34.005007936359,-86.003894311994,"census"
"010049","MEDICAL CENTER ENTERPRISE","400 N EDWARDS STREET","ENTERPRISE","AL","COFFEE",36330,"Acute Care Hospitals","Proprietary","Yes","400 N EDWARDS STREET, ENTERPRISE, AL, 36330",31.31814838853,-85.855189811095,"census"
"010051","GREENE COUNTY HOSPITAL","509 WILSON AVENUE","EUTAW","AL","GREENE",35462,"Acute Care Hospitals","Government - Local","Yes","509 WILSON AVENUE, EUTAW, AL, 35462",32.843458480891,-87.889471830997,"census"
"010052","LAKE MARTIN COMMUNITY HOSPITAL","201 MARIARDEN ROAD","DADEVILLE","AL","TALLAPOOSA",36853,"Acute Care Hospitals","Proprietary","Yes","201 MARIARDEN ROAD, DADEVILLE, AL, 36853",32.819988089566,-85.74157862594,"census"
"010055","FLOWERS HOSPITAL","4370 WEST MAIN STREET","DOTHAN","AL","HOUSTON",36305,"Acute Care Hospitals","Proprietary","Yes","4370 WEST MAIN STREET, DOTHAN, AL, 36305",31.235998768937,-85.457679870891,"census"
"010056","ST VINCENT'S BIRMINGHAM","810 ST VINCENT'S DRIVE","BIRMINGHAM","AL","JEFFERSON",35205,"Acute Care Hospitals","Voluntary non-profit - Private","Yes","810 ST VINCENT'S DRIVE, BIRMINGHAM, AL, 35205",33.508917604198,-86.788456205221,"census"
"010058","BIBB MEDICAL CENTER","208 PIERSON AVE","CENTREVILLE","AL","BIBB",35042,"Acute Care Hospitals","Government - Hospital District or Authority","Yes","208 PIERSON AVE, CENTREVILLE, AL, 35042",32.950920928811,-87.148168144874,"census"
"010059","LAWRENCE MEDICAL CENTER","202 HOSPITAL STREET","MOULTON","AL","LAWRENCE",35650,"Acute Care Hospitals","Government - Hospital District or Authority","Yes","202 HOSPITAL STREET, MOULTON, AL, 35650",34.482961715487,-87.28595245502,"census"
"010061","HIGHLANDS MEDICAL CENTER","380 WOODS COVE ROAD","SCOTTSBORO","AL","JACKSON",35768,"Acute Care Hospitals","Government - Hospital District or Authority","Yes","380 WOODS COVE ROAD, SCOTTSBORO, AL, 35768",34.661110165854,-86.047351663756,"census"
"010062","WIREGRASS MEDICAL CENTER","1200 W MAPLE AVENUE","GENEVA","AL","GENEVA",36340,"Acute Care Hospitals","Government - Hospital District or Authority","Yes","1200 W MAPLE AVENUE, GENEVA, AL, 36340",31.0489116,-85.8920213,"osm"
"010065","RUSSELL MEDICAL CENTER","3316 HIGHWAY 280","ALEXANDER CITY","AL","TALLAPOOSA",35010,"Acute Care Hospitals","Voluntary non-profit - Private","Yes","3316 HIGHWAY 280, ALEXANDER CITY, AL, 35010",32.930209987299,-85.969570030444,"arcgis"
"010069","MEDICAL CENTER BARBOUR","820 W WASHINGTON ST","EUFAULA","AL","BARBOUR",36027,"Acute Care Hospitals","Government - Hospital District or Authority","Yes","820 W WASHINGTON ST, EUFAULA, AL, 36027",31.888044089201,-85.156608652245,"census"
"010073","CLAY COUNTY HOSPITAL","83825 HIGHWAY 9    P O BOX 1270","ASHLAND","AL","CLAY",36251,"Acute Care Hospitals","Government - Hospital District or Authority","Yes","83825 HIGHWAY 9    P O BOX 1270, ASHLAND, AL, 36251",33.275810020639,-85.823159974917,"arcgis"
"010078","NORTHEAST ALABAMA REGIONAL MEDICAL CENTER","400 EAST 10TH STREET","ANNISTON","AL","CALHOUN",36207,"Acute Care Hospitals","Government - Local","Yes","400 EAST 10TH STREET, ANNISTON, AL, 36207",33.657057320993,-85.8233089008,"census"
"010079","ATHENS LIMESTONE HOSPITAL","700 WEST MARKET STREET","ATHENS","AL","LIMESTONE",35611,"Acute Care Hospitals","Government - Hospital District or Authority","Yes","700 WEST MARKET STREET, ATHENS, AL, 35611",34.803565504571,-86.977298550372,"census"
"010083","SOUTH BALDWIN REGIONAL MEDICAL CENTER","1613 NORTH MCKENZIE STREET","FOLEY","AL","BALDWIN",36535,"Acute Care Hospitals","Proprietary","Yes","1613 NORTH MCKENZIE STREET, FOLEY, AL, 36535",30.426642108919,-87.683267969837,"census"
"010085","DECATUR MORGAN HOSPITAL - DECATUR CAMPUS","1201 7TH STREET SE","DECATUR","AL","MORGAN",35601,"Acute Care Hospitals","Government - Hospital District or Authority","Yes","1201 7TH STREET SE, DECATUR, AL, 35601",34.591141158608,-86.972660603115,"census"
"010086","NORTHWEST MEDICAL CENTER","1530 U S HIGHWAY 43","WINFIELD","AL","FAYETTE",35594,"Acute Care Hospitals","Proprietary","Yes","1530 U S HIGHWAY 43, WINFIELD, AL, 35594",33.930085086807,-87.825826273838,"census"
"010087","USA HEALTH UNIVERSITY HOSPITAL","2451 FILLINGIM STREET","MOBILE","AL","MOBILE",36617,"Acute Care Hospitals","Government - State","Yes","2451 FILLINGIM STREET, MOBILE, AL, 36617",30.707918,-88.1019918,"osm"
"010089","WALKER BAPTIST MEDICAL CENTER","3400 HIGHWAY 78 EAST","JASPER","AL","WALKER",35502,"Acute Care Hospitals","Voluntary non-profit - Private","Yes","3400 HIGHWAY 78 EAST, JASPER, AL, 35502",33.841395246435,-87.237423700527,"census"
"010090","PROVIDENCE HOSPITAL","6801 AIRPORT BOULEVARD","MOBILE","AL","MOBILE",36608,"Acute Care Hospitals","Voluntary non-profit - Church","Yes","6801 AIRPORT BOULEVARD, MOBILE, AL, 36608",30.679321,-88.19854,"osm"
"010091","GROVE HILL MEMORIAL HOSPITAL","295 JACKSON HWY S","GROVE HILL","AL","CLARKE",36451,"Acute Care Hospitals","Government - Hospital District or Authority","Yes","295 JACKSON HWY S, GROVE HILL, AL, 36451",31.694487743903,-87.777054972683,"census"
"010092","DCH REGIONAL MEDICAL CENTER","809 UNIVERSITY BOULEVARD EAST","TUSCALOOSA","AL","TUSCALOOSA",35401,"Acute Care Hospitals","Government - Hospital District or Authority","Yes","809 UNIVERSITY BOULEVARD EAST, TUSCALOOSA, AL, 35401",33.206249527831,-87.526761213166,"census"
"010095","HALE COUNTY HOSPITAL","508 GREEN STREET","GREENSBORO","AL","HALE",36744,"Acute Care Hospitals","Government - Hospital District or Authority","Yes","508 GREEN STREET, GREENSBORO, AL, 36744",32.695275383394,-87.586912143783,"arcgis"
"010097","ELMORE COMMUNITY HOSPITAL","500 HOSPITAL DRIVE","WETUMPKA","AL","ELMORE",36092,"Acute Care Hospitals","Proprietary","Yes","500 HOSPITAL DRIVE, WETUMPKA, AL, 36092",32.551527172634,-86.187311587548,"census"
"010099","D W MCMILLAN MEMORIAL HOSPITAL","1301 BELLEVILLE AVENUE","BREWTON","AL","ESCAMBIA",36426,"Acute Care Hospitals","Government - Hospital District or Authority","Yes","1301 BELLEVILLE AVENUE, BREWTON, AL, 36426",31.127165464231,-87.072472007529,"census"
"010100","THOMAS HOSPITAL","750 MORPHY AVENUE","FAIRHOPE","AL","BALDWIN",36532,"Acute Care Hospitals","Voluntary non-profit - Private","Yes","750 MORPHY AVENUE, FAIRHOPE, AL, 36532",30.519915400796,-87.889879666427,"census"
"010101","CITIZENS BAPTIST MEDICAL CENTER","604 STONE AVENUE","TALLADEGA","AL","TALLADEGA",35161,"Acute Care Hospitals","Voluntary non-profit - Private","Yes","604 STONE AVENUE, TALLADEGA, AL, 35161",33.439853828313,-86.092095432035,"census"
"010102","J PAUL JONES HOSPITAL","317 MCWILLIAMS AVENUE","CAMDEN","AL","WILCOX",36726,"Acute Care Hospitals","Voluntary non-profit - Other","Yes","317 MCWILLIAMS AVENUE, CAMDEN, AL, 36726",31.997102717762,-87.299500848625,"census"
"010103","PRINCETON BAPTIST MEDICAL CENTER","701 PRINCETON AVENUE SOUTHWEST","BIRMINGHAM","AL","JEFFERSON",35211,"Acute Care Hospitals","Voluntary non-profit - Church","Yes","701 PRINCETON AVENUE SOUTHWEST, BIRMINGHAM, AL, 35211",33.499497525939,-86.845320086352,"census"
"010104","GRANDVIEW MEDICAL CENTER","3690 GRANDVIEW PARKWAY","BIRMINGHAM","AL","JEFFERSON",35243,"Acute Care Hospitals","Proprietary","Yes","3690 GRANDVIEW PARKWAY, BIRMINGHAM, AL, 35243",33.4337379,-86.7191423,"osm"
"010108","PRATTVILLE BAPTIST HOSPITAL","124 S MEMORIAL DR","PRATTVILLE","AL","AUTAUGA",36067,"Acute Care Hospitals","Government - Hospital District or Authority","Yes","124 S MEMORIAL DR, PRATTVILLE, AL, 36067",32.464106329606,-86.450998681938,"census"
"010110","BULLOCK COUNTY HOSPITAL","102 WEST CONECUH AVENUE","UNION SPRINGS","AL","BULLOCK",36089,"Acute Care Hospitals","Proprietary","Yes","102 WEST CONECUH AVENUE, UNION SPRINGS, AL, 36089",32.146239921253,-85.71614454343,"census"
"010112","WHITFIELD REGIONAL HOSPITAL","105 HIGHWAY 80 EAST","DEMOPOLIS","AL","MARENGO",36732,"Acute Care Hospitals","Government - Hospital District or Authority","Yes","105 HIGHWAY 80 EAST, DEMOPOLIS, AL, 36732",32.504784605701,-87.83704615563,"arcgis"
"010113","MOBILE INFIRMARY MEDICAL CENTER","5 MOBILE INFIRMARY CIRCLE","MOBILE","AL","MOBILE",36607,"Acute Care Hospitals","Voluntary non-profit - Private","Yes","5 MOBILE INFIRMARY CIRCLE, MOBILE, AL, 36607",30.696653413229,-88.079345954536,"census"
"010114","MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM","995 9TH AVENUE SOUTHWEST","BESSEMER","AL","JEFFERSON",35021,"Acute Care Hospitals","Government - Hospital District or Authority","Yes","995 9TH AVENUE SOUTHWEST, BESSEMER, AL, 35021",33.377247968721,-86.98810971465,"census"
"010118","VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS","1015 MEDICAL CENTER PARKWAY","SELMA","AL","DALLAS",36701,"Acute Care Hospitals","Proprietary","Yes","1015 MEDICAL CENTER PARKWAY, SELMA, AL, 36701",32.430058891547,-87.054992851229,"census"
"010120","MONROE COUNTY HOSPITAL","2016 SOUTH ALABAMA AVENUE","MONROEVILLE","AL","MONROE",36460,"Acute Care Hospitals","Government - Local","Yes","2016 SOUTH ALABAMA AVENUE, MONROEVILLE, AL, 36460",31.496693865094,-87.319616683587,"census"
"010125","LAKELAND COMMUNITY HOSPITAL","42024 HIGHWAY 195 E","HALEYVILLE","AL","WINSTON",35565,"Acute Care Hospitals","Voluntary non-profit - Church","Yes","42024 HIGHWAY 195 E, HALEYVILLE, AL, 35565",34.241945983023,-87.591269476149,"arcgis"
"010126","TROY REGIONAL MEDICAL CENTER","1330 HIGHWAY 231 SOUTH","TROY","AL","PIKE",36081,"Acute Care Hospitals","Government - Federal","Yes","1330 HIGHWAY 231 SOUTH, TROY, AL, 36081",31.78030944758,-85.945379480347,"census"
"010128","JACKSON MEDICAL CENTER","220 HOSPITAL DRIVE","JACKSON","AL","CLARKE",36545,"Acute Care Hospitals","Proprietary","Yes","220 HOSPITAL DRIVE, JACKSON, AL, 36545",31.5313272,-87.8950626,"osm"
"010129","NORTH BALDWIN INFIRMARY","1815 HAND AVENUE","BAY MINETTE","AL","BALDWIN",36507,"Acute Care Hospitals","Voluntary non-profit - Private","Yes","1815 HAND AVENUE, BAY MINETTE, AL, 36507",30.902498942072,-87.783417408761,"census"
"010130","ST VINCENT'S ST CLAIR","7063 VETERANS PARKWAY","PELL CITY","AL","ST. CLAIR",35125,"Acute Care Hospitals","Voluntary non-profit - Private","Yes","7063 VETERANS PARKWAY, PELL CITY, AL, 35125",33.605831945437,-86.302893542126,"census"
"010131","CRESTWOOD MEDICAL CENTER","ONE HOSPITAL DR SE","HUNTSVILLE","AL","MADISON",35801,"Acute Care Hospitals","Proprietary","Yes","ONE HOSPITAL DR SE, HUNTSVILLE, AL, 35801",34.692320228782,-86.572424887484,"census"
"010138","HILL HOSPITAL OF SUMTER COUNTY","751 DERBY DRIVE","YORK","AL","SUMTER",36925,"Acute Care Hospitals","Government - Hospital District or Authority","Yes","751 DERBY DRIVE, YORK, AL, 36925",32.492404072813,-88.296226704967,"census"
"010139","BROOKWOOD BAPTIST MEDICAL CENTER","2010 BROOKWOOD MEDICAL CENTER DRIVE","BIRMINGHAM","AL","JEFFERSON",35209,"Acute Care Hospitals","Proprietary","Yes","2010 BROOKWOOD MEDICAL CENTER DRIVE, BIRMINGHAM, AL, 35209",33.463492985089,-86.775709950722,"census"
"010144","SPRINGHILL MEDICAL CENTER","3719 DAUPHIN STREET","MOBILE","AL","MOBILE",36608,"Acute Care Hospitals","Proprietary","Yes","3719 DAUPHIN STREET, MOBILE, AL, 36608",30.685414242423,-88.136035674168,"census"
"010148","EVERGREEN MEDICAL CENTER","101 CRESTVIEW AVENUE","EVERGREEN","AL","CONECUH",36401,"Acute Care Hospitals","Proprietary","Yes","101 CRESTVIEW AVENUE, EVERGREEN, AL, 36401",31.431230863126,-86.941917037062,"census"
"010149","BAPTIST MEDICAL CENTER EAST","400 TAYLOR ROAD","MONTGOMERY","AL","MONTGOMERY",36117,"Acute Care Hospitals","Government - Hospital District or Authority","Yes","400 TAYLOR ROAD, MONTGOMERY, AL, 36117",32.387897235417,-86.176089627309,"census"
"010150","THE HEALTH CARE AUTHORITY OF THE CITY OF GREENVILLE- LV STABLER HOSPITAL","29 L V STABLER DRIVE","GREENVILLE","AL","BUTLER",36037,"Acute Care Hospitals","Proprietary","Yes","29 L V STABLER DRIVE, GREENVILLE, AL, 36037",31.828266746454,-86.646503898026,"census"
"010157","SHOALS HOSPITAL","201 WEST AVALON AVENUE","MUSCLE SHOALS","AL","COLBERT",35661,"Acute Care Hospitals","Proprietary","Yes","201 WEST AVALON AVENUE, MUSCLE SHOALS, AL, 35661",34.745017568172,-87.676456625608,"census"
"010158","RUSSELLVILLE HOSPITAL","15155 HIGHWAY 43","RUSSELLVILLE","AL","FRANKLIN",35653,"Acute Care Hospitals","Proprietary","Yes","15155 HIGHWAY 43, RUSSELLVILLE, AL, 35653",34.4922866,-87.7284474,"osm"
"010164","COOSA VALLEY MEDICAL CENTER","315 W HICKORY ST","SYLACAUGA","AL","TALLADEGA",35150,"Acute Care Hospitals","Government - Hospital District or Authority","Yes","315 W HICKORY ST, SYLACAUGA, AL, 35150",33.164630464237,-86.254103444339,"census"
"010168","JACK HUGHSTON MEMORIAL HOSPITAL","4401 RIVER CHASE DRIVE","PHENIX CITY","AL","RUSSELL",36867,"Acute Care Hospitals","Government - State","Yes","4401 RIVER CHASE DRIVE, PHENIX CITY, AL, 36867",32.509965118616,-85.00659232147,"census"
"010169","ATMORE COMMUNITY HOSPITAL","401 MEDICAL PARK DRIVE","ATMORE","AL","ESCAMBIA",36502,"Acute Care Hospitals","Government - Hospital District or Authority","Yes","401 MEDICAL PARK DRIVE, ATMORE, AL, 36502",31.0173294698,-87.479649791167,"census"
"010173","ST VINCENT'S CHILTON","2030 LAY DAM ROAD","CLANTON","AL","CHILTON",35045,"Acute Care Hospitals","Voluntary non-profit - Church","Yes","2030 LAY DAM ROAD, CLANTON, AL, 35045",32.869983125918,-86.621790098553,"census"
"010174","THOMASVILLE REGIONAL MEDICAL CENTER","300 MED PARK DRIVE","THOMASVILLE","AL","CLARKE",36784,"Acute Care Hospitals","Voluntary non-profit - Private","Yes","300 MED PARK DRIVE, THOMASVILLE, AL, 36784",31.933419743319,-87.740038979381,"arcgis"
"010175","EAMC-LANIER","4800 48TH STREET","VALLEY","AL","CHAMBERS",36854,"Acute Care Hospitals","Government - Hospital District or Authority","Yes","4800 48TH STREET, VALLEY, AL, 36854",32.825097486797,-85.170535335054,"census"
"011300","WASHINGTON COUNTY HOSPITAL","14600 ST. STEPHENS AVENUE","CHATOM","AL","WASHINGTON",36518,"Critical Access Hospitals","Government - Local","Yes","14600 ST. STEPHENS AVENUE, CHATOM, AL, 36518",31.460193729882,-88.235241878546,"census"
"011302","RED BAY HOSPITAL","211 HOSPITAL ROAD","RED BAY","AL","FRANKLIN",35582,"Critical Access Hospitals","Government - Hospital District or Authority","Yes","211 HOSPITAL ROAD, RED BAY, AL, 35582",34.457493544151,-88.145699855026,"census"
"011304","CHOCTAW GENERAL HOSPITAL","401 VANITY FAIR LANE, PO BOX 618","BUTLER","AL","CHOCTAW",36904,"Critical Access Hospitals","Voluntary non-profit - Private","Yes","401 VANITY FAIR LANE, PO BOX 618, BUTLER, AL, 36904",32.09310998772,-88.209489988261,"arcgis"
"011305","ST VINCENTS BLOUNT","150 GILBREATH DRIVE","ONEONTA","AL","BLOUNT",35121,"Critical Access Hospitals","Voluntary non-profit - Private","No","150 GILBREATH DRIVE, ONEONTA, AL, 35121",33.933403732629,-86.495088643881,"census"
"011306","TANNER MEDICAL CENTER-EAST ALABAMA","1032 MAIN STREET SOUTH","WEDOWEE","AL","RANDOLPH",36278,"Critical Access Hospitals","Government - Hospital District or Authority","Yes","1032 MAIN STREET SOUTH, WEDOWEE, AL, 36278",33.316787262394,-85.487522423185,"census"
"013300","THE CHILDREN'S HOSPITAL OF ALABAMA","1600 SEVENTH AVENUE SOUTH","BIRMINGHAM","AL","JEFFERSON",35233,"Childrens","Voluntary non-profit - Private","Yes","1600 SEVENTH AVENUE SOUTH, BIRMINGHAM, AL, 35233",33.503291552895,-86.805431878469,"census"
"013301","USA HEALTH CHILDREN'S & WOMEN'S HOSPITAL","1700 CENTER STREET","MOBILE","AL","MOBILE",36604,"Childrens","Government - State","Yes","1700 CENTER STREET, MOBILE, AL, 36604",30.696416571089,-88.078163261659,"census"
"014000","HILL CREST BEHAVIORAL HEALTH SERVICES","6869 FIFTH AVENUE SOUTH","BIRMINGHAM","AL","JEFFERSON",35212,"Psychiatric","Proprietary","No","6869 FIFTH AVENUE SOUTH, BIRMINGHAM, AL, 35212",33.548989835953,-86.730837937874,"census"
"014006","MOUNTAIN VIEW HOSPITAL","3201 SCENIC HIGHWAY","GADSDEN","AL","ETOWAH",35902,"Psychiatric","Proprietary","No","3201 SCENIC HIGHWAY, GADSDEN, AL, 35902",34.093131707951,-85.993573226536,"census"
"014007","BRYCE HOSPITAL","200 UNIVERSITY BLVD","TUSCALOOSA","AL","TUSCALOOSA",35401,"Psychiatric","Government - State","No","200 UNIVERSITY BLVD, TUSCALOOSA, AL, 35401",33.208073533933,-87.537362713056,"census"
"014012","MARY S HARPER GERIATRIC PSYCHIATRY CENTER","201 UNIVERSITY BLVD","TUSCALOOSA","AL","TUSCALOOSA",35401,"Psychiatric","Government - State","Yes","201 UNIVERSITY BLVD, TUSCALOOSA, AL, 35401",33.207467348838,-87.534787600218,"census"
"014014","BAYPOINTE BEHAVIORAL HEALTH","5800 SOUTHLAND DRIVE","MOBILE","AL","MOBILE",36693,"Psychiatric","Voluntary non-profit - Other","No","5800 SOUTHLAND DRIVE, MOBILE, AL, 36693",30.623806289465,-88.177918007175,"census"
"014015","BEACON CHILDREN'S HOSPITAL","150 HOSPITAL DRIVE","LUVERNE","AL","CRENSHAW",36049,"Psychiatric","Proprietary","No","150 HOSPITAL DRIVE, LUVERNE, AL, 36049",31.694539553344,-86.26317770512,"arcgis"
"014016","SANCTUARY AT THE WOODLANDS, THE","1910 CHEROKEE AVENUE, SW","CULLMAN","AL","CULLMAN",35055,"Psychiatric","Proprietary","No","1910 CHEROKEE AVENUE, SW, CULLMAN, AL, 35055",34.151616163828,-86.843018009046,"census"
"014017","EASTPOINTE HOSPITAL","7400 ROPER LANE","DAPHNE","AL","BALDWIN",36526,"Psychiatric","Voluntary non-profit - Other","Yes","7400 ROPER LANE, DAPHNE, AL, 36526",30.635375635801,-87.898094194268,"census"
"014018","UNITY PSYCHIATRIC CARE - HUNTSVILLE","5315 MILLENIUM DRIVE, NW","HUNTSVILLE","AL","MADISON",35806,"Psychiatric","Proprietary","No","5315 MILLENIUM DRIVE, NW, HUNTSVILLE, AL, 35806",34.753472147819,-86.662597966667,"census"
"020001","PROVIDENCE ALASKA MEDICAL CENTER","3200 PROVIDENCE DRIVE","ANCHORAGE","AK","ANCHORAGE",99508,"Acute Care Hospitals","Voluntary non-profit - Church","Yes","3200 PROVIDENCE DRIVE, ANCHORAGE, AK, 99508",61.18978905174,-149.818933193942,"census"
"020006","MAT-SU REGIONAL MEDICAL CENTER","2500 SOUTH WOODWORTH LOOP","PALMER","AK","MATANUSKA-SUSITNA",99645,"Acute Care Hospitals","Voluntary non-profit - Other","Yes","2500 SOUTH WOODWORTH LOOP, PALMER, AK, 99645",61.562025347251,-149.260438730642,"census"
"020008","BARTLETT REGIONAL HOSPITAL","3260 HOSPITAL DR","JUNEAU","AK","JUNEAU",99801,"Acute Care Hospitals","Government - Local","Yes","3260 HOSPITAL DR, JUNEAU, AK, 99801",58.330111670599,-134.470478892242,"census"
"020012","FAIRBANKS MEMORIAL HOSPITAL","1650 COWLES STREET","FAIRBANKS","AK","FAIRBANKS NORTH STAR",99701,"Acute Care Hospitals","Voluntary non-profit - Private","Yes","1650 COWLES STREET, FAIRBANKS, AK, 99701",64.834608898559,-147.739136169575,"census"
