"month","GEOID","county_name","housing_units","tier_1","tier_2","tier_3","tier_4","state"
12,"01001","Autauga",25602,5,5,5,4,"AL"
12,"01003","Baldwin",139958,3,3,3,2,"AL"
12,"01005","Barbour",11903,4,4,3,3,"AL"
12,"01007","Bibb",9235,3,3,2,2,"AL"
12,"01009","Blount",25187,4,4,3,2,"AL"
12,"01011","Bullock",4653,4,4,4,3,"AL"
12,"01013","Butler",9943,4,4,3,2,"AL"
12,"01015","Calhoun",53722,4,4,4,3,"AL"
12,"01017","Chambers",16564,4,4,4,4,"AL"
12,"01019","Cherokee",14900,4,3,3,2,"AL"
12,"01021","Chilton",20235,4,4,3,2,"AL"
12,"01023","Choctaw",7312,3,2,2,1,"AL"
12,"01025","Clarke",11865,3,2,2,1,"AL"
12,"01027","Clay",7170,3,3,3,2,"AL"
12,"01029","Cleburne",6935,4,3,3,2,"AL"
12,"01031","Coffee",25035,5,4,4,4,"AL"
12,"01033","Colbert",28337,4,4,4,3,"AL"
12,"01035","Conecuh",6513,3,2,2,1,"AL"
12,"01037","Coosa",6142,4,4,4,3,"AL"
12,"01039","Covington",18858,3,3,3,3,"AL"
12,"01041","Crenshaw",6637,4,4,3,2,"AL"
12,"01043","Cullman",40612,4,4,4,4,"AL"
12,"01045","Dale",23222,5,4,4,4,"AL"
12,"01047","Dallas",19021,3,3,3,3,"AL"
12,"01049","DeKalb",31379,4,4,4,4,"AL"
12,"01051","Elmore",37775,5,5,5,5,"AL"
12,"01053","Escambia",16974,3,2,2,1,"AL"
12,"01055","Etowah",47939,4,4,4,3,"AL"
12,"01057","Fayette",7888,2,2,2,1,"AL"
12,"01059","Franklin",14111,3,2,2,2,"AL"
12,"01061","Geneva",12752,4,4,4,3,"AL"
12,"01063","Greene",4334,3,3,2,2,"AL"
12,"01065","Hale",7758,3,3,2,2,"AL"
12,"01067","Henry",9346,4,4,3,3,"AL"
12,"01069","Houston",51122,4,4,4,4,"AL"
12,"01071","Jackson",25161,4,4,4,3,"AL"
12,"01073","Jefferson",314425,4,4,4,4,"AL"
12,"01075","Lamar",7195,1,1,1,1,"AL"
12,"01077","Lauderdale",45293,4,4,4,3,"AL"
12,"01079","Lawrence",15557,4,4,4,4,"AL"
12,"01081","Lee",83410,5,5,5,4,"AL"
12,"01083","Limestone",46018,5,5,5,4,"AL"
12,"01085","Lowndes",4917,4,3,3,2,"AL"
12,"01087","Macon",9711,3,3,3,2,"AL"
12,"01089","Madison",187156,5,5,5,4,"AL"
12,"01091","Marengo",9967,3,3,2,1,"AL"
12,"01093","Marion",14357,1,1,1,1,"AL"
12,"01095","Marshall",42253,5,5,4,4,"AL"
12,"01097","Mobile",187758,4,4,4,3,"AL"
12,"01099","Monroe",10332,3,2,2,1,"AL"
12,"01101","Montgomery",107017,4,4,4,4,"AL"
12,"01103","Morgan",54537,5,5,4,4,"AL"
12,"01105","Perry",4012,3,2,2,1,"AL"
12,"01107","Pickens",8815,3,3,3,2,"AL"
12,"01109","Pike",16448,4,4,4,3,"AL"
12,"01111","Randolph",12617,4,4,3,2,"AL"
12,"01113","Russell",28190,4,4,4,3,"AL"
12,"01115","St. Clair",40606,5,4,4,4,"AL"
12,"01117","Shelby",94136,5,5,5,4,"AL"
12,"01119","Sumter",6420,2,2,1,1,"AL"
12,"01121","Talladega",39128,4,4,4,3,"AL"
12,"01123","Tallapoosa",23663,4,4,4,4,"AL"
12,"01125","Tuscaloosa",106390,4,4,4,3,"AL"
12,"01127","Walker",30749,4,4,4,3,"AL"
12,"01129","Washington",7882,3,3,2,1,"AL"
12,"01131","Wilcox",5412,2,2,2,1,"AL"
12,"01133","Winston",13319,3,3,2,2,"AL"
12,"02013","Aleutians East Borough",680,5,5,5,5,"AK"
